flag,code,category,description_da,description_en,detail
F10_diverge_official,HEA_speciale_240262,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_250106,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_804256,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_552164,HEA_speciale,"Ortonyxi, (procedure not documented)","Orthonyxia, (procedure not documented)",official='Orthonyxia'  r=0.43
F10_diverge_official,HEA_speciale_808620,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_808928,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804614,HEA_speciale,"Almen Lægehjælp 80, Type 2-diabetes DD2 model 3 (henvisning) (regional §2-aftale, Region National)","General practitioner, Type 2-diabetes DD2 model 3 (henvisning) (regional §2 agreement, Region National)",official='General practitioner'  r=0.33
F10_diverge_official,HEA_speciale_532031,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_215235,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_245510,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_240268,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_602145,HEA_speciale,"Fodbehandling, leddegigt, (procedure not documented)","Foot treatment, leddegigt, (procedure not documented)",official='Foot treatment'  r=0.43
F10_diverge_official,HEA_speciale_240256,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_193119,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Eye medical assistance, (procedure not documented)",official='Ophthalmology service'  r=0.11
F10_diverge_official,HEA_speciale_804183,HEA_speciale,"Almen Lægehjælp   80, Ingen tekst tilgængelig",General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_808929,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_013210,HEA_speciale,"Anæsthesiologi, Bedøvelse GrI  *flg*","Anesthesiology, Patient Movement Grade I *follows*",official='Anaesthesiology'  r=0.44
F10_diverge_official,HEA_speciale_215119,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear, Nose, and Throat Medical Help",official='ENT service'  r=0.37
F10_diverge_official,HEA_speciale_804358,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_195062,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Eye Care, (procedure not documented)",official='Ophthalmology service'  r=0.14
F10_diverge_official,HEA_speciale_602142,HEA_speciale,"Fodbehandl. Pat. m. Leddegigt, Ingen tekst tilgængelig","Fodbehandl. Pat. m. Leddegigt, (no text available)",official='Foot treatment'  r=0.27
F10_diverge_official,HEA_speciale_570333,HEA_speciale,"Ridefysioterapi, Rideskole u.hal 3 pr","Riding Physical Therapy, Riding School u.hal 3 pr",official='Horseback-riding physiotherapy'  r=0.49
F10_diverge_official,HEA_speciale_534103,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_804215,HEA_speciale,"Almen Lægehjælp 80, Forsøgsordning vedrørende opfølgende hjemmebesøg (regional §2-aftale, Region Midtjylland)","General practitioner, Forsøgsordning vedrørende opfølgende hjemmebesøg (regional §2 agreement, Region Midtjylland)",official='General practitioner'  r=0.30
F10_diverge_official,HEA_speciale_240257,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_514553,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical Therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_635301,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological Help, (procedure not documented)",official='Psychology service'  r=0.38
F10_diverge_official,HEA_speciale_096503,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_822161,HEA_speciale,"Kak vagtlægehjælp 82, Tillæg kval. tolk","Night Shift Doctor Help 82, Additional Qualified Interpreter",official='KAK on-call GP 82'  r=0.16
F10_diverge_official,HEA_speciale_804671,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_193114,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Ophthalmological Help, (procedure not documented)",official='Ophthalmology service'  r=0.43
F10_diverge_official,HEA_speciale_804391,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_804333,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_445529,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Rhizopus n.IgE;P","Copenhagen Practicing Doctors Laboratory, Rhizopus nigricans Specific IgE;P",official='Copenhagen GP Laboratory (KPLL)'  r=0.48
F10_diverge_official,HEA_speciale_531036,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_800131,HEA_speciale,"Almen Lægehjælp 80, Registrering af patienter med diabetes type 2, pr","General practitioner, Registrering af patienter med diabetes type 2, pr",official='General practitioner'  r=0.45
F10_diverge_official,HEA_speciale_531016,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_531035,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_531017,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_531037,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_531015,HEA_speciale,"Kiropraktik, (procedure not documented)","Kiropraktik, (procedure not documented)",official='Chiropractic'  r=0.36
F10_diverge_official,HEA_speciale_514527,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_800132,HEA_speciale,"Almen Lægehjælp 80, Registrering af patienter med KOL og diabetes type 2, pr","General practitioner, Registrering af patienter med KOL og diabetes type 2, pr",official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_804279,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_193121,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Ophthalmological assistance, (procedure not documented)",official='Ophthalmology service'  r=0.40
F10_diverge_official,HEA_speciale_514528,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_804437,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_630116,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_514529,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_195056,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Ophthalmological assistance, (procedure not documented)",official='Ophthalmology service'  r=0.40
F10_diverge_official,HEA_speciale_096500,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_255021,HEA_speciale,"Pædiatri, senere kons.","Pediatrics, subsequent consultation",official='Paediatrics'  r=0.44
F10_diverge_official,HEA_speciale_252205,HEA_speciale,"Pædiatri, bronkialprovokation","Pediatrics, bronchial provocation",official='Paediatrics'  r=0.47
F10_diverge_official,HEA_speciale_072122,HEA_speciale,"Gynækologi/obstetrik, (procedure not documented)","Obstetrics/Gynecology, (procedure not documented)",official='Gynaecology/obstetrics'  r=0.29
F10_diverge_official,HEA_speciale_514525,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical Therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_804438,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Care 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_804681,HEA_speciale,"Almen Lægehjælp 80, Hjemmebesøg alvorligt syge 5-8 km (regional §2-aftale, Region Syddanmark)","General practitioner, Hjemmebesøg alvorligt syge 5-8 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_603169,HEA_speciale,"Fodbehandling, leddegigt, (procedure not documented)","Foot treatment, leddegigt, (procedure not documented)",official='Foot treatment'  r=0.43
F10_diverge_official,HEA_speciale_514526,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physiotherapy 51, (procedure not documented)",official='Physiotherapy'  r=0.46
F10_diverge_official,HEA_speciale_630216,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological Assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_514524,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physiotherapy 51, (procedure not documented)",official='Physiotherapy'  r=0.46
F10_diverge_official,HEA_speciale_095214,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_093808,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_603174,HEA_speciale,"Fodbehandling, leddegigt, (procedure not documented)","Foot treatment, leddegigt, (procedure not documented)",official='Foot treatment'  r=0.43
F10_diverge_official,HEA_speciale_095224,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_804326,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804285,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804389,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804265,HEA_speciale,"Almen Lægehjælp 80, Afstandstillæg 8-12 km (regional §2-aftale, Region Sjælland)","General practitioner, Afstandstillæg 8-12 km (regional §2 agreement, Region Sjælland)",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_804343,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_491115,HEA_speciale,"Tandplejere, (procedure not documented)","Tandplejere, (procedure not documented)",official='Dental hygienist service'  r=0.16
F10_diverge_official,HEA_speciale_602176,HEA_speciale,"Fodbehandling, leddegigt, (procedure not documented)","Foot treatment, leddegigt, (procedure not documented)",official='Foot treatment'  r=0.43
F10_diverge_official,HEA_speciale_592164,HEA_speciale,"Fodbehandling arvævspat., (procedure not documented)","Foot treatment hereditary spastic paraplegia, (procedure not documented)","official='Foot treatment, scar-tissue patients'  r=0.49"
F10_diverge_official,HEA_speciale_095236,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_514522,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_193019,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Ophthalmic assistance, (procedure not documented)",official='Ophthalmology service'  r=0.32
F10_diverge_official,HEA_speciale_193117,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Eye care assistance, (procedure not documented)",official='Ophthalmology service'  r=0.15
F10_diverge_official,HEA_speciale_804187,HEA_speciale,"Almen Lægehjælp 80, Sygebesøg ved egen læge — behandling af sikrede på aflastningsplads (regional §2-aftale, Region Hovedstaden)","General practitioner, Sygebesøg ved egen læge — behandling af sikrede på aflastningsplads (regional §2 agreement, Region Hovedstaden)",official='General practitioner'  r=0.26
F10_diverge_official,HEA_speciale_195106,HEA_speciale,"Øjenlægehjælp, (procedure not documented)","Eye care assistance, (procedure not documented)",official='Ophthalmology service'  r=0.15
F10_diverge_official,HEA_speciale_804286,HEA_speciale,"Almen Lægehjælp 80, Årlig helbredsundersøgelse (regional §2-aftale, Region Hovedstaden)","General practitioner, Årlig helbredsundersøgelse (regional §2 agreement, Region Hovedstaden)",official='General practitioner'  r=0.36
F10_diverge_official,HEA_speciale_630411,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_630510,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_635502,HEA_speciale,"Psykologhjælp, Fra 4 km til 8 km","Psychological assistance, From 4 km to 8 km",official='Psychology service'  r=0.40
F10_diverge_official,HEA_speciale_630511,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_245204,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_630410,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_252217,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_250146,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_252215,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_250145,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_834224,HEA_speciale,"Vagtlægehjælp 83, (procedure not documented)","Ward assistance 83, (procedure not documented)",official='On-call GP service 83'  r=0.24
F10_diverge_official,HEA_speciale_252210,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_250142,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_252216,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_804179,HEA_speciale,"Almen Lægehjælp 80, Medgået tidsforbrug for kørsel pr. påbegyndt 10. minut udover 15 km (regional §2-aftale, Region Sjælland)","General practitioner, Medgået tidsforbrug for kørsel pr. påbegyndt 10. minut udover 15 km (regional §2 agreement, Region Sjælland)",official='General practitioner'  r=0.27
F10_diverge_official,HEA_speciale_804411,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_182264,HEA_speciale,"Neuromedicin, (procedure not documented)","Neurology, (procedure not documented)",official='Neurology'  r=0.40
F10_diverge_official,HEA_speciale_573201,HEA_speciale,"Ridefysioterapi, (procedure not documented)","Ridefysioterapi, (procedure not documented)",official='Horseback-riding physiotherapy'  r=0.33
F10_diverge_official,HEA_speciale_097153,HEA_speciale,"Kirurgi, U-Hemoglobin       1","Surgery, Urine Hemoglobin     1",official='Surgery'  r=0.42
F10_diverge_official,HEA_speciale_580202,HEA_speciale,"Genoptræning, Øfeldt, Optræn handi pr.1?t","Rehabilitation, Epley Maneuver, Handicap Training per session",official='Rehabilitation'  r=0.38
F10_diverge_official,HEA_speciale_252212,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_262303,HEA_speciale,"Børnepsykiatri, (procedure not documented)","Child and Adolescent Psychiatry, (procedure not documented)",official='Child psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_255102,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_252218,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_215218,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear Nose and Throat Clinic, (procedure not documented)",official='ENT service'  r=0.12
F10_diverge_official,HEA_speciale_250144,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_255105,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_252214,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_252213,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_252219,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_653201,HEA_speciale,"Vederlagsfri ridefysioterapi, (procedure not documented)","Vederlagsfri ridefysioterapi, (procedure not documented)",official='Free-of-charge horseback-riding physiotherapy'  r=0.30
F10_diverge_official,HEA_speciale_250147,HEA_speciale,"Pædiatri, (procedure not documented)","Pediatrics, (procedure not documented)",official='Paediatrics'  r=0.42
F10_diverge_official,HEA_speciale_804344,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General medical assistance 80,official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_804327,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General medical assistance 80,official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_073134,HEA_speciale,"Gynækologi/obstetrik, (procedure not documented)",Obstetrics and Gynecology,official='Gynaecology/obstetrics'  r=0.43
F10_diverge_official,HEA_speciale_808910,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General medical assistance 80,official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_808911,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General medical assistance 80,official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_808913,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)",General medical assistance 80,official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_077116,HEA_speciale,"Gynækologi/obstetrik, (procedure not documented)",Obstetrics and Gynecology,official='Gynaecology/obstetrics'  r=0.43
F10_diverge_official,HEA_speciale_804264,HEA_speciale,"Almen Lægehjælp 80, Afstandstillæg 4-8 km (regional §2-aftale, Region Sjælland)","General practitioner, Afstandstillæg 4-8 km (regional §2 agreement, Region Sjælland)",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_210142,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear, Nose, and Throat (ENT) Help",official='ENT service'  r=0.24
F10_diverge_official,HEA_speciale_804442,HEA_speciale,"Almen Lægehjælp 80, Forebyggelse af indlæggelse — hjemmebesøg op til 4 km (regional §2-aftale, Region Syddanmark)","General practitioner, Forebyggelse af indlæggelse — hjemmebesøg op til 4 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.29
F10_diverge_official,HEA_speciale_808802,HEA_speciale,"Almen Lægehjælp 80, Vaccination til ikke-immune voksne mod mæslinger (vaccine gives 1 gang)",General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_210140,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear, Nose, and Throat (ENT) Help",official='ENT service'  r=0.24
F10_diverge_official,HEA_speciale_804689,HEA_speciale,"Almen Lægehjælp 80, Opfølgning efter indlæggelse — besøg 5-8 km (regional §2-aftale, Region Syddanmark)","General practitioner, Opfølgning efter indlæggelse — besøg 5-8 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_804609,HEA_speciale,"Almen Lægehjælp 80, Krisesamtale (regional §2-aftale, Region Syddanmark)","General practitioner, Krisesamtale (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_804610,HEA_speciale,"Almen Lægehjælp 80, Samtaleterapi (regional §2-aftale, Region Syddanmark)","General practitioner, Samtaleterapi (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_097116,HEA_speciale,"Kirurgi, (procedure not documented)","Surgery, (procedure not documented)",official='Surgery'  r=0.34
F10_diverge_official,HEA_speciale_804449,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_808803,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804688,HEA_speciale,"Almen Lægehjælp 80, Opfølgning efter indlæggelse — besøg op til 4 km (regional §2-aftale, Region Syddanmark)","General practitioner, Opfølgning efter indlæggelse — besøg op til 4 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.31
F10_diverge_official,HEA_speciale_804412,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_245201,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_240253,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_804445,HEA_speciale,"Almen Lægehjælp 80, Forebyggelse af indlæggelse — hjemmebesøg 13-16 km (regional §2-aftale, Region Syddanmark)","General practitioner, Forebyggelse af indlæggelse — hjemmebesøg 13-16 km (regional §2 agreement, Region Syddanmark)",official='General practitioner'  r=0.30
F10_diverge_official,HEA_speciale_808912,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_630333,HEA_speciale,"Psykologhjælp, (procedure not documented)","Psychological assistance, (procedure not documented)",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_804109,HEA_speciale,"Almen lægehjælp 80, Teledermatologi a42","General Medical Help 80, Tele-Dermatology a42",official='General practitioner'  r=0.38
F10_diverge_official,HEA_speciale_834222,HEA_speciale,"Vagtlægehjælp 83, (procedure not documented)","Nighttime Medical Help 83, (procedure not documented)",official='On-call GP service 83'  r=0.25
F10_diverge_official,HEA_speciale_804214,HEA_speciale,"Almen Lægehjælp 80, Forsøgsordning vedrørende opfølgende hjemmebesøg (regional §2-aftale, Region Midtjylland)","General practitioner, Forsøgsordning vedrørende opfølgende hjemmebesøg (regional §2 agreement, Region Midtjylland)",official='General practitioner'  r=0.30
F10_diverge_official,HEA_speciale_834221,HEA_speciale,"Vagtlægehjælp 83, (procedure not documented)","Nighttime Medical Help 83, (procedure not documented)",official='On-call GP service 83'  r=0.25
F10_diverge_official,HEA_speciale_602152,HEA_speciale,"Fodbehandl. Pat. m. Leddegigt, Ingen tekst tilgængelig","Fodbehandl. Pat. m. Leddegigt, (no text available)",official='Foot treatment'  r=0.27
F10_diverge_official,HEA_speciale_240255,HEA_speciale,"Psykiatri, (procedure not documented)","Psychiatry, (procedure not documented)",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_804436,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_804582,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_062636,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_808943,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_808916,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General Medical Help 80, (procedure not documented)",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_808917,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_808944,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804489,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_514532,HEA_speciale,"Fysioterapi 51, (procedure not documented)","Physical therapy 51, (procedure not documented)",official='Physiotherapy'  r=0.41
F10_diverge_official,HEA_speciale_808919,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_060131,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_215238,HEA_speciale,"Ørelægehjælp, (procedure not documented)","Ear medical assistance, (procedure not documented)",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_062638,HEA_speciale,"Reumatologi, (procedure not documented)","Rheumatology, (procedure not documented)",official='Rheumatology'  r=0.47
F10_diverge_official,HEA_speciale_808918,HEA_speciale,"Almen lægehjælp 80, (procedure not documented)","General medical assistance 80, (procedure not documented)",official='General practitioner'  r=0.34
