family,code,suffix,own_label_da,own_label_en,own_conf,best_cross_family,best_cross_code,best_cross_label_da,best_cross_label_en,cooc_support,cooc_share,cooc_lift,recommended_label_da,recommended_label_en,recommended_source,recommended_confidence,cross_all,source
db07,LAB_db07_476420,476420,,,,nace,524860,,,1879,0.992,1691.778,,,none,none,"{""nace"": {""code"": ""524860"", ""n"": 1879, ""share"": 0.992, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_476430,476430,,,,nace,524855,,,415,0.9952,7558.293,,,none,none,"{""nace"": {""code"": ""524855"", ""n"": 415, ""share"": 0.9952, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_476500,476500,,,,nace,524850,,,3335,0.9967,939.226,,,none,none,"{""nace"": {""code"": ""524850"", ""n"": 3335, ""share"": 0.9967, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477100,477100,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_477110,477110,,,,nace,524220,,,24927,0.188,127.636,,,none,none,"{""nace"": {""code"": ""524220"", ""n"": 24927, ""share"": 0.188, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477120,477120,,,,nace,524240,,,2410,0.9934,1314.948,,,none,none,"{""nace"": {""code"": ""524240"", ""n"": 2410, ""share"": 0.9934, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477210,477210,,,,nace,524310,,,4456,0.9942,713.347,,,none,none,"{""nace"": {""code"": ""524310"", ""n"": 4456, ""share"": 0.9942, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477220,477220,,,,nace,524320,,,822,1.0,3843.31,,,none,none,"{""nace"": {""code"": ""524320"", ""n"": 822, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477300,477300,,,,nace,523100,,,469,0.9957,4882.42,,,none,none,"{""nace"": {""code"": ""523100"", ""n"": 469, ""share"": 0.9957, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477400,477400,,,,nace,523200,,,243,1.0,12988.82,,,none,none,"{""nace"": {""code"": ""523200"", ""n"": 243, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477500,477500,,,,nace,523320,,,4215,0.851,752.886,,,none,none,"{""nace"": {""code"": ""523320"", ""n"": 4215, ""share"": 0.851, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477610,477610,,,,nace,524875,,,3909,0.9951,813.458,,,none,none,"{""nace"": {""code"": ""524875"", ""n"": 3909, ""share"": 0.9951, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477620,477620,,,,nace,524880,,,1188,0.9924,2678.671,,,none,none,"{""nace"": {""code"": ""524880"", ""n"": 1188, ""share"": 0.9924, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477630,477630,,,,nace,524885,,,1090,0.9954,2911.455,,,none,none,"{""nace"": {""code"": ""524885"", ""n"": 1090, ""share"": 0.9954, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477700,477700,,,,nace,524810,,,3619,0.3396,878.606,,,none,none,"{""nace"": {""code"": ""524810"", ""n"": 3619, ""share"": 0.3396, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477810,477810,,,,nace,524820,,,3460,0.9997,913.916,,,none,none,"{""nace"": {""code"": ""524820"", ""n"": 3460, ""share"": 0.9997, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477820,477820,,,,nace,524825,,,982,0.998,3211.102,,,none,none,"{""nace"": {""code"": ""524825"", ""n"": 982, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477830,477830,,,,nace,524830,,,3914,0.9619,808.322,,,none,none,"{""nace"": {""code"": ""524830"", ""n"": 3914, ""share"": 0.9619, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477840,477840,,,,nace,524835,,,733,0.9864,4305.688,,,none,none,"{""nace"": {""code"": ""524835"", ""n"": 733, ""share"": 0.9864, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477890,477890,,,,nace,524890,,,4256,0.0529,747.712,,,none,none,"{""nace"": {""code"": ""524890"", ""n"": 4256, ""share"": 0.0529, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_477900,477900,,,,nace,525020,,,1333,0.4276,2370.656,,,none,none,"{""nace"": {""code"": ""525020"", ""n"": 1333, ""share"": 0.4276, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_478100,478100,,,,nace,526210,,,134,0.9701,22868.653,,,none,none,"{""nace"": {""code"": ""526210"", ""n"": 134, ""share"": 0.9701, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_478200,478200,,,,nace,526290,,,37,0.9459,13088.03,,,none,none,"{""nace"": {""code"": ""526290"", ""n"": 37, ""share"": 0.9459, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_478900,478900,,,,nace,526290,,,200,0.97,13420.84,,,none,none,"{""nace"": {""code"": ""526290"", ""n"": 200, ""share"": 0.97, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_479110,479110,,,,nace,526100,,,1838,0.9494,1681.271,,,none,none,"{""nace"": {""code"": ""526100"", ""n"": 1838, ""share"": 0.9494, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_479111,479111,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479112,479112,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479113,479113,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479114,479114,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479115,479115,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479116,479116,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479117,479117,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479119,479119,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_479120,479120,,,,nace,526100,,,40,1.0,1770.874,,,none,none,"{""nace"": {""code"": ""526100"", ""n"": 40, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_479900,479900,,,,nace,526300,,,1186,0.9317,2542.815,,,none,none,"{""nace"": {""code"": ""526300"", ""n"": 1186, ""share"": 0.9317, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_491000,491000,,,,nace,601000,,,8307,1.0,372.412,,,none,none,"{""nace"": {""code"": ""601000"", ""n"": 8307, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_492000,492000,,,,nace,601000,,,183,1.0,372.412,,,none,none,"{""nace"": {""code"": ""601000"", ""n"": 183, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_493110,493110,,,,nace,602110,,,10226,1.0,265.1,,,none,none,"{""nace"": {""code"": ""602110"", ""n"": 10226, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_493120,493120,,,,nace,602120,,,2495,1.0,1228.198,,,none,none,"{""nace"": {""code"": ""602120"", ""n"": 2495, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_493200,493200,,,,nace,602200,,,10702,0.9973,296.408,,,none,none,"{""nace"": {""code"": ""602200"", ""n"": 10702, ""share"": 0.9973, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_493910,493910,,,,nace,602110,,,1677,1.0,265.1,,,none,none,"{""nace"": {""code"": ""602110"", ""n"": 1677, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_493920,493920,,,,nace,602300,,,4502,0.9758,706.373,,,none,none,"{""nace"": {""code"": ""602300"", ""n"": 4502, ""share"": 0.9758, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_494100,494100,,,,nace,602410,,,37331,0.9965,85.089,,,none,none,"{""nace"": {""code"": ""602410"", ""n"": 37331, ""share"": 0.9965, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_494200,494200,,,,nace,602420,,,1990,0.998,1598.321,,,none,none,"{""nace"": {""code"": ""602420"", ""n"": 1990, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_495000,495000,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_501000,501000,,,,nace,611020,,,3361,0.9955,661.528,,,none,none,"{""nace"": {""code"": ""611020"", ""n"": 3361, ""share"": 0.9955, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_502000,502000,,,,nace,611010,,,10716,0.7978,287.35,,,none,none,"{""nace"": {""code"": ""611010"", ""n"": 10716, ""share"": 0.7978, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_503000,503000,,,,nace,612000,,,226,1.0,11488.307,,,none,none,"{""nace"": {""code"": ""612000"", ""n"": 226, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_504000,504000,,,,nace,612000,,,27,1.0,11488.307,,,none,none,"{""nace"": {""code"": ""612000"", ""n"": 27, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_511010,511010,,,,nace,621000,,,4307,0.9851,715.584,,,none,none,"{""nace"": {""code"": ""621000"", ""n"": 4307, ""share"": 0.9851, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_511020,511020,,,,nace,622010,,,948,0.7194,3356.815,,,none,none,"{""nace"": {""code"": ""622010"", ""n"": 948, ""share"": 0.7194, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_512100,512100,,,,nace,622020,,,1317,0.9036,2416.295,,,none,none,"{""nace"": {""code"": ""622020"", ""n"": 1317, ""share"": 0.9036, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_512200,512200,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_514620,514620,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_521000,521000,,,,nace,631200,,,2872,0.9997,1106.873,,,none,none,"{""nace"": {""code"": ""631200"", ""n"": 2872, ""share"": 0.9997, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522110,522110,,,,nace,632110,,,2852,1.0,1113.847,,,none,none,"{""nace"": {""code"": ""632110"", ""n"": 2852, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522120,522120,,,,nace,632120,,,693,0.6234,4592.007,,,none,none,"{""nace"": {""code"": ""632120"", ""n"": 693, ""share"": 0.6234, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522130,522130,,,,nace,632130,,,236,1.0,13484.157,,,none,none,"{""nace"": {""code"": ""632130"", ""n"": 236, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522210,522210,,,,nace,632210,,,1087,1.0,2927.563,,,none,none,"{""nace"": {""code"": ""632210"", ""n"": 1087, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522220,522220,,,,nace,632230,,,900,0.64,3535.846,,,none,none,"{""nace"": {""code"": ""632230"", ""n"": 900, ""share"": 0.64, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522300,522300,,,,nace,632300,,,7504,0.9989,420.541,,,none,none,"{""nace"": {""code"": ""632300"", ""n"": 7504, ""share"": 0.9989, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522400,522400,,,,nace,631100,,,838,0.9964,3797.447,,,none,none,"{""nace"": {""code"": ""631100"", ""n"": 838, ""share"": 0.9964, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522910,522910,,,,nace,634010,,,903,1.0,3418.111,,,none,none,"{""nace"": {""code"": ""634010"", ""n"": 903, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522920,522920,,,,nace,634020,,,13308,0.9964,238.854,,,none,none,"{""nace"": {""code"": ""634020"", ""n"": 13308, ""share"": 0.9964, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_522990,522990,,,,nace,634030,,,943,0.1273,3374.614,,,none,none,"{""nace"": {""code"": ""634030"", ""n"": 943, ""share"": 0.1273, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_531000,531000,,,,nace,641100,,,27744,0.9999,112.523,,,none,none,"{""nace"": {""code"": ""641100"", ""n"": 27744, ""share"": 0.9999, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_532000,532000,,,,nace,641200,,,13782,0.9535,230.584,,,none,none,"{""nace"": {""code"": ""641200"", ""n"": 13782, ""share"": 0.9535, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_551010,551010,,,,nace,551010,,,18245,0.9984,173.456,,,none,none,"{""nace"": {""code"": ""551010"", ""n"": 18245, ""share"": 0.9984, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_551020,551020,,,,nace,551020,,,4006,1.0,776.351,,,none,none,"{""nace"": {""code"": ""551020"", ""n"": 4006, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_552000,552000,,,,nace,552100,,,2258,0.3508,1409.327,,,none,none,"{""nace"": {""code"": ""552100"", ""n"": 2258, ""share"": 0.3508, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_553000,553000,,,,nace,552200,,,2282,0.9969,1393.893,,,none,none,"{""nace"": {""code"": ""552200"", ""n"": 2282, ""share"": 0.9969, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_559000,559000,,,,nace,552390,,,45,0.9111,4930.941,,,none,none,"{""nace"": {""code"": ""552390"", ""n"": 45, ""share"": 0.9111, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_561010,561010,,,,nace,553010,,,36596,0.9965,86.631,,,none,none,"{""nace"": {""code"": ""553010"", ""n"": 36596, ""share"": 0.9965, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_561020,561020,,,,nace,553020,,,21388,0.9901,148.158,,,none,none,"{""nace"": {""code"": ""553020"", ""n"": 21388, ""share"": 0.9901, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_562100,562100,,,,nace,555200,,,3838,0.995,409.268,,,none,none,"{""nace"": {""code"": ""555200"", ""n"": 3838, ""share"": 0.995, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_562900,562900,,,,nace,555100,,,9310,0.4802,341.658,,,none,none,"{""nace"": {""code"": ""555100"", ""n"": 9310, ""share"": 0.4802, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_563000,563000,,,,nace,554090,,,13177,0.56,241.076,,,none,none,"{""nace"": {""code"": ""554090"", ""n"": 13177, ""share"": 0.56, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_581100,581100,,,,nace,221120,,,2692,0.8692,748.216,,,none,none,"{""nace"": {""code"": ""221120"", ""n"": 2692, ""share"": 0.8692, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_581200,581200,,,,nace,221120,,,1473,0.9084,781.879,,,none,none,"{""nace"": {""code"": ""221120"", ""n"": 1473, ""share"": 0.9084, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_581300,581300,,,,nace,221220,,,13701,0.7007,231.662,,,none,none,"{""nace"": {""code"": ""221220"", ""n"": 13701, ""share"": 0.7007, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_581410,581410,,,,nace,221310,,,3327,0.1199,956.496,,,none,none,"{""nace"": {""code"": ""221310"", ""n"": 3327, ""share"": 0.1199, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_581420,581420,,,,nace,221330,,,2670,0.091,1191.858,,,none,none,"{""nace"": {""code"": ""221330"", ""n"": 2670, ""share"": 0.091, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_581900,581900,,,,nace,221500,,,1869,0.6308,1556.147,,,none,none,"{""nace"": {""code"": ""221500"", ""n"": 1869, ""share"": 0.6308, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_582100,582100,,,,nace,722100,,,432,0.9722,431.802,,,none,none,"{""nace"": {""code"": ""722100"", ""n"": 432, ""share"": 0.9722, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_582900,582900,,,,nace,722100,,,3630,0.9813,435.82,,,none,none,"{""nace"": {""code"": ""722100"", ""n"": 3630, ""share"": 0.9813, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_591110,591110,,,,nace,921100,,,2578,0.995,709.913,,,none,none,"{""nace"": {""code"": ""921100"", ""n"": 2578, ""share"": 0.995, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_591120,591120,,,,nace,921100,,,1611,0.5636,402.153,,,none,none,"{""nace"": {""code"": ""921100"", ""n"": 1611, ""share"": 0.5636, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_591200,591200,,,,nace,921100,,,464,0.9784,698.134,,,none,none,"{""nace"": {""code"": ""921100"", ""n"": 464, ""share"": 0.9784, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_591300,591300,,,,nace,921200,,,446,0.7377,7135.114,,,none,none,"{""nace"": {""code"": ""921200"", ""n"": 446, ""share"": 0.7377, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_591400,591400,,,,nace,921300,,,2157,0.9995,1467.829,,,none,none,"{""nace"": {""code"": ""921300"", ""n"": 2157, ""share"": 0.9995, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_592000,592000,,,,nace,221400,,,845,0.5231,3749.025,,,none,none,"{""nace"": {""code"": ""221400"", ""n"": 845, ""share"": 0.5231, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_601000,601000,,,,nace,922020,,,1048,0.9981,3030.714,,,none,none,"{""nace"": {""code"": ""922020"", ""n"": 1048, ""share"": 0.9981, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_602000,602000,,,,nace,922010,,,7047,0.979,409.44,,,none,none,"{""nace"": {""code"": ""922010"", ""n"": 7047, ""share"": 0.979, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_611000,611000,,,,nace,642010,,,12270,0.8802,258.015,,,none,none,"{""nace"": {""code"": ""642010"", ""n"": 12270, ""share"": 0.8802, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_612000,612000,,,,nace,642020,,,3523,0.9923,903.282,,,none,none,"{""nace"": {""code"": ""642020"", ""n"": 3523, ""share"": 0.9923, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_613000,613000,,,,nace,642040,,,39,0.7179,1074.647,,,none,none,"{""nace"": {""code"": ""642040"", ""n"": 39, ""share"": 0.7179, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_619000,619000,,,,nace,642040,,,1713,0.9784,1464.499,,,none,none,"{""nace"": {""code"": ""642040"", ""n"": 1713, ""share"": 0.9784, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_620100,620100,,,,nace,722200,,,22817,0.854,82.688,,,none,none,"{""nace"": {""code"": ""722200"", ""n"": 22817, ""share"": 0.854, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_620200,620200,,,,nace,721000,,,16525,0.1147,192.369,,,none,none,"{""nace"": {""code"": ""721000"", ""n"": 16525, ""share"": 0.1147, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_620300,620300,,,,nace,723000,,,2077,0.988,525.745,,,none,none,"{""nace"": {""code"": ""723000"", ""n"": 2077, ""share"": 0.988, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_620900,620900,,,,nace,726000,,,3321,0.7895,918.633,,,none,none,"{""nace"": {""code"": ""726000"", ""n"": 3321, ""share"": 0.7895, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_631100,631100,,,,nace,724000,,,4005,0.2849,377.595,,,none,none,"{""nace"": {""code"": ""724000"", ""n"": 4005, ""share"": 0.2849, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_631200,631200,,,,nace,724000,,,533,1.0,1325.39,,,none,none,"{""nace"": {""code"": ""724000"", ""n"": 533, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_639100,639100,,,,nace,924000,,,404,0.995,3983.028,,,none,none,"{""nace"": {""code"": ""924000"", ""n"": 404, ""share"": 0.995, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_639900,639900,,,,nace,748790,,,221,0.8326,404.625,,,none,none,"{""nace"": {""code"": ""748790"", ""n"": 221, ""share"": 0.8326, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_641100,641100,,,,nace,651100,,,571,1.0,5573.137,,,none,none,"{""nace"": {""code"": ""651100"", ""n"": 571, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_641900,641900,,,,nace,651200,,,40396,1.0,77.371,,,none,none,"{""nace"": {""code"": ""651200"", ""n"": 40396, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_642010,642010,,,,nace,652340,,,2968,0.9953,788.658,,,none,none,"{""nace"": {""code"": ""652340"", ""n"": 2968, ""share"": 0.9953, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_642020,642020,,,,nace,741500,,,6026,0.6742,292.998,,,none,none,"{""nace"": {""code"": ""741500"", ""n"": 6026, ""share"": 0.6742, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_642030,642030,,,,nace,652340,,,29,0.5862,464.508,,,none,none,"{""nace"": {""code"": ""652340"", ""n"": 29, ""share"": 0.5862, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_643010,643010,,,,nace,652310,,,98,0.6429,32472.051,,,none,none,"{""nace"": {""code"": ""652310"", ""n"": 98, ""share"": 0.6429, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_643020,643020,,,,nace,652250,,,29,1.0,99445.656,,,none,none,"{""nace"": {""code"": ""652250"", ""n"": 29, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_643030,643030,,,,nace,652320,,,1869,0.9337,1646.969,,,none,none,"{""nace"": {""code"": ""652320"", ""n"": 1869, ""share"": 0.9337, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_643040,643040,,,,nace,652325,,,367,1.0,8671.011,,,none,none,"{""nace"": {""code"": ""652325"", ""n"": 367, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_649100,649100,,,,nace,652100,,,765,0.8209,4159.818,,,none,none,"{""nace"": {""code"": ""652100"", ""n"": 765, ""share"": 0.8209, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_649210,649210,,,,nace,652230,,,4822,1.0,659.946,,,none,none,"{""nace"": {""code"": ""652230"", ""n"": 4822, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_649220,649220,,,,nace,652240,,,160,1.0,19889.131,,,none,none,"{""nace"": {""code"": ""652240"", ""n"": 160, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_649230,649230,,,,nace,652260,,,724,0.8646,4395.388,,,none,none,"{""nace"": {""code"": ""652260"", ""n"": 724, ""share"": 0.8646, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_649240,649240,,,,,,,,,,,,,none,none,{},empirical_industry_crosswalk
db07,LAB_db07_649900,649900,,,,nace,652330,,,1564,0.1157,2034.694,,,none,none,"{""nace"": {""code"": ""652330"", ""n"": 1564, ""share"": 0.1157, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_651100,651100,,,,nace,660100,,,1613,1.0,1972.883,,,none,none,"{""nace"": {""code"": ""660100"", ""n"": 1613, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_651200,651200,,,,nace,660310,,,12489,0.9849,253.138,,,none,none,"{""nace"": {""code"": ""660310"", ""n"": 12489, ""share"": 0.9849, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_652000,652000,,,,nace,660310,,,79,1.0,257.007,,,none,none,"{""nace"": {""code"": ""660310"", ""n"": 79, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_653010,653010,,,,nace,660210,,,1066,1.0,2985.235,,,none,none,"{""nace"": {""code"": ""660210"", ""n"": 1066, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_653020,653020,,,,nace,660290,,,2058,1.0,1545.537,,,none,none,"{""nace"": {""code"": ""660290"", ""n"": 2058, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_661100,661100,,,,nace,671100,,,109,1.0,28929.645,,,none,none,"{""nace"": {""code"": ""671100"", ""n"": 109, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_661200,661200,,,,nace,671200,,,162,0.8889,8812.076,,,none,none,"{""nace"": {""code"": ""671200"", ""n"": 162, ""share"": 0.8889, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_661900,661900,,,,nace,671300,,,3223,0.7028,983.02,,,none,none,"{""nace"": {""code"": ""671300"", ""n"": 3223, ""share"": 0.7028, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_662100,662100,,,,nace,672090,,,288,1.0,2128.603,,,none,none,"{""nace"": {""code"": ""672090"", ""n"": 288, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_662200,662200,,,,nace,672010,,,1470,0.9857,2144.088,,,none,none,"{""nace"": {""code"": ""672010"", ""n"": 1470, ""share"": 0.9857, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_662900,662900,,,,nace,672090,,,1184,0.9975,2123.209,,,none,none,"{""nace"": {""code"": ""672090"", ""n"": 1184, ""share"": 0.9975, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_663000,663000,,,,nace,671200,,,192,0.9115,9035.82,,,none,none,"{""nace"": {""code"": ""671200"", ""n"": 192, ""share"": 0.9115, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_681000,681000,,,,nace,701200,,,1169,0.9769,2698.578,,,none,none,"{""nace"": {""code"": ""701200"", ""n"": 1169, ""share"": 0.9769, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_682010,682010,,,,nace,702010,,,10649,0.998,281.135,,,none,none,"{""nace"": {""code"": ""702010"", ""n"": 10649, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_682020,682020,,,,nace,702020,,,1291,1.0,2464.958,,,none,none,"{""nace"": {""code"": ""702020"", ""n"": 1291, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
db07,LAB_db07_682030,682030,,,,nace,702030,,,3472,0.9807,911.198,,,none,none,"{""nace"": {""code"": ""702030"", ""n"": 3472, ""share"": 0.9807, ""label_da"": """"}}",empirical_industry_crosswalk
