SPEC6,SPEC6_TXT,SPEC4_TXT,SPEC3_TXT,SPEC6_FRA,SPEC6_TIL
443091,Levetiracetam;P,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443093,Med.pvisning;U,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443096,CYP2D6-gen,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443097,CYP2C19-gen,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443098,Fragilt X,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443099,Quetiapin;P,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443119,Ery Vol Varia;B,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443122,Retikulocytter;B,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443130,M-komponent;P,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443140,Mononuc Ab 0-1;P,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443141,"Mononucleose,EBV",Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443142,EBV-IgM(0-1-2);P,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443143,EBV-IgG(0-1-2);P,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443144,IgA  Ag + Ab;P,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443150,Spec.h`matologi,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443159,Troponin T;P     (EK,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443163,HbA1c;B,Clamydia transport m,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443173,ukendt,Clamydia transport m,Hovedgruppe 3 KPLL,1/1/2007,12/31/2007
443174,ukendt,Clamydia transport m,Hovedgruppe 3 KPLL,1/1/2007,12/31/2007
443175,ukendt,Clamydia transport m,Hovedgruppe 3 KPLL,1/1/2007,12/31/2007
443176,ukendt,Clamydia transport m,Hovedgruppe 3 KPLL,1/1/2007,12/31/2007
443497,Diverse tests 2,Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443502,Tacrolimus;B,HCV RNA ( 0 1);P,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443503,Chromogranin A;P,HCV RNA ( 0 1);P,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443505,Metanephriner;P,HCV RNA ( 0 1);P,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
443506,Normetanephrin;P,HCV RNA ( 0 1);P,Hovedgruppe 3   KPLL,1/1/2007,12/31/2007
445001,Husmide p. IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445002,Husmide f. IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445003,Kat  IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445004,Hest IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445005,Hund IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445006,Marsvin IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445007,Undulat IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445008,Kanin IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445009,Hamster IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445010,Fjerpanel IgE;P P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445011,ggehvide IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445012,Kom`lk IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445013,Hvede IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445014,Rug IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445015,Ris IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445016,Soyab¿nne IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445017,Tomat IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445018,Appelsin IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445019,ggeblomme IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445020,Gluten IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445021,K¿dpanel IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445022,N¿ddepanel IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445023,Fisk+Skal. IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445024,Kornpanel IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445025,B¿rnekost IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445026,Rajgr`s IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445027,Engrotteh. IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445028,Bigift IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445029,Hvepsegift IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445030,Cladosp.h. IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445031,Altern.ten.IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445032,Birk IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445033,Hassel  IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445034,Gr Bynke IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445035,Penicil G IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445036,Penicil V IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445037,Ampicillin IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445043,Pinjekerne IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445044,Aspergil.n IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445045,Aspergil.v IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445046,Hindb`r IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445049,Pecann¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445050,Acajoun¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445051,Torsk IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445052,Byg IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445053,Havre IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445054,Majs IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445055,Sesamfr¿ IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445057,rt IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445058,Jordn¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445059,Hasseln¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445060,Paran¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445061,Mandel IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445062,Krabbe IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445063,Reje IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445064,Svinek¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445065,Oksek¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445066,Gulerod IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445067,Kartoffel IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445068,Kokosn¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445069,Blmusling IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445070,Tunfisk IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445071,Laks IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445072,Jordb`r IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445073,lg`r IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445074,Hvidl¿g IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445075,L¿g IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445076,ble IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445079,Peberfrugt IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445080,Hummer IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445082,Skimmelost IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445083,H¿nsek¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445084,Kiwifrugt IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445086,Banan IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445087,Fersken IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445088,P`re IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445089,Casein IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445090,Avocado IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445092,Persille IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445093,Cacao IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445094,Valn¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445095,Spinat IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445096,Frek¿d IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445097,Kaffe IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445099,Frugt fx9 IgE;P,Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445100,Gr el IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445101,Elm IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445102,Fyr IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445103,Bynkeambro IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445105,Kosk`l IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445106,Dueekskret IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445110,Rotte IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445111,Mus IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445112,Aspergil . f  IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445113,Mucor rac. IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445114,Candida al IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445115,Myg IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445116,Amoxillin IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445118,Latex IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445119,Gedeepitel IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445120,Citron IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445123,Chinchilla IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445127,Aur.pullu. IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445129,Freepitel IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445130,Penicill n.IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445131,M`lkeb¿tte IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445135,Pas.frugt IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445136,Museepitel IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445137,Strachyb.a IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445138,Penicil sp IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445139,Kik`rt IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445141,Gliadin IgA;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445146,C.r¿d E120 IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445152,Linser IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445153,Oliven IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445155,Morfin IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445158,Jap. Ceder IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445159,Spr.knp.of.IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445182,V`vTr.glut.IgG;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445183,V`vTr.Glut.IgA;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445186,Endomysium Ab;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445187,Figner IgE;P,GrÅ el IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445200,Isocya TDI IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445201,Isocya MDI IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445202,Isocya HDI IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445221,Kl IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445222,R¿dsp`tte IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445223,sters IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445224,Champignon IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445225,B¿g IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445226,Ananas IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445240,Agurk IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445241,Melon IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445242,Peber IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445246,Sild IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445248,R.myglarve IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445250,Krydderi 2 IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445251,Kirseb`r IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445252,Cypres IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445253,Gyldenris IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445255,Chloramin IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445256,Vindrue IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445264,Kakerlak IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445265,Esdragon IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445266,Krydderi 1 IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445267,Krydderi 3 IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445268,Undulatfj. IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445269,Skim.Svamp IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445270,Makrel IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445271,Hvid b¿nne IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445275,Kommen IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445276,Muskatblom IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445279,Basilikum IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445285,Mango IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445289,Botry.cin. IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445291,Acarus s. IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445292,Lep.destr. IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445293,Tyroph.put.IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445294,Glycyp.dom.IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445298,Pityrosp.o.IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445299,Oregano IgE;P,Isocya TDI IgE;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445300,Bigift IgG;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445301,Hvepsegidt IgG;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445302,Grapefrugt IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445303,Minkepitel IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445304,Pil IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445315,Honning IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445316,Pistacie IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445320,Vejbred IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445321,Eg IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445323,Broccoli IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445324,Kalkunk¿d IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445325,Blomkl IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445327,R¿dgran IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445334,Trich.viri.IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445335,Bladsel. IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445336,Svineepit. IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445337,Finkefjer IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445338,Fusa.monil IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445340,Papirhveps IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445343,Johannesbr.IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445345,Chilipeber IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445346,S.En.tox.A IgE;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445348,IgG x 1;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445350,Eos.Cat.Prot;P,Bigift IgG;P,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445468,Krebs IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445471,Gnaver ex70IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445472,Humle IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445476,Ceph.sp.ac.IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445481,Solsikke IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445482,Ulocl.char.IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445485,Koriander IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445490,Oliven IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445491,Lind IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445494,Oksekl`g IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445496,Gr¿n b¿nne IgE;P,Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445497,"Peber ,gr¿n  IgE;P",Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445499,"Rug,inh.IgE;P",Pitysporon Ovale,Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445501,"Hvede,inh.IgE;P","Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445502,"Byg,inh. IgE;P","Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445503,Amylase IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445505,Rotteepit.IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445507,R¿dbede IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445509,Kanel IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445513,Pr`c.Ab x 1;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445515,Pr`c.Ab x 2;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445516,Pr`c.Ab x 3;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445517,Erhv.(pax4)IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445522,Kornbille IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445523,Raps IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445524,Pol+skim IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445526,Phoma bet.IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445527,Abrikos IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
445531,Chaetom.g. IgE;P,"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,1/1/2007,12/31/2007
