idx	id	description_da	specialty_en	auto_da_full
437	3070	Gynækologi/obstetrik, Unders. Vaginalsek.1	Gynaecology/obstetrics	Gynækologi/obstetrik, Unders. Vaginalsek.1
438	3079	Gynækologi/obstetrik, Vandscanning	Gynaecology/obstetrics	Gynækologi/obstetrik, Vandscanning
439	3090	Gynækologi/obstetrik, indsæt.gestagenimpl	Gynaecology/obstetrics	Gynækologi/obstetrik, indsæt.gestagenimpl
440	3094	Intern medicin, *b*ercs-Mikroskopi 1	Internal medicine	Intern medicin, *b*ercs-Mikroskopi 1
441	3095	Intern medicin, *b*ercs-Reticulocyt2	Internal medicine	Intern medicin, *b*ercs-Reticulocyt2
442	3096	Intern medicin, *fpt*s-Lipid Frkt.25	Internal medicine	Intern medicin, *fpt*s-Lipid Frkt.25
443	3097	Intern medicin, *fpt*s-Triglycerid15	Internal medicine	Intern medicin, *fpt*s-Triglycerid15
444	3102	Intern medicin, Allergenpro.fødem.os	Internal medicine	Intern medicin, Allergenpro.fødem.os
445	3104	Intern medicin, Allergivacc. 1.aller	Internal medicine	Intern medicin, Allergivacc. 1.aller
446	3105	Intern medicin, Allergivacc. eft.føl	Internal medicine	Intern medicin, Allergivacc. eft.føl
447	3106	Intern medicin, Arbejdsekg*master*18	Internal medicine	Intern medicin, Arbejdsekg*master*18
448	3111	Intern medicin, B-Erytrocyt*volfrk.1	Internal medicine	Intern medicin, B-Erytrocyt*volfrk.1
449	3112	Intern medicin, B-Glukose *ej Stix*4	Internal medicine	Intern medicin, B-Glukose *ej Stix*4
450	3113	Intern medicin, B-Glukose *stix*   1	Internal medicine	Intern medicin, B-Glukose *stix*   1
451	3115	Intern medicin, B-Leukocyt. *park* 1	Internal medicine	Intern medicin, B-Leukocyt. *park* 1
452	3117	Intern medicin, B-Trombocyt. *park*3	Internal medicine	Intern medicin, B-Trombocyt. *park*3
453	3120	Intern medicin, Blodpr. Ekg I Hjem 6	Internal medicine	Intern medicin, Blodpr. Ekg i Hjem 6
454	3121	Intern medicin, Blodpr. Exp        1	Internal medicine	Intern medicin, Blodpr. Exp        1
455	3126	Intern medicin, Cøliakipakken_amt 15	Internal medicine	Intern medicin, Cøliakipakken_amt 15
456	3128	Intern medicin, Døgnpulsoxymetri	Internal medicine	Intern medicin, Døgnpulsoxymetri
457	3130	Intern medicin, EKG 12 afledninger	Internal medicine	Intern medicin, EKG 12 afledninger
458	3132	Intern medicin, Ekg  3 Ext. 3 Præ. 9	Internal medicine	Intern medicin, Ekg  3 Ext. 3 Præ. 9
459	3137	Intern medicin, Fpt-Dioxygen*absb*15	Internal medicine	Intern medicin, Fpt-Dioxygen*absb*15
460	3142	Intern medicin, Knogletæthedsm.endok	Internal medicine	Intern medicin, Knogletæthedsm.endok
461	3145	Intern medicin, Kontr. Oeso Gast Duo	Internal medicine	Intern medicin, Kontr. Oeso Gast Duo
462	3146	Intern medicin, Kontr. Sigmoi./Colo.	Internal medicine	Intern medicin, Kontr. Sigmoi./Colo.
463	3156	Intern medicin, Oeso. Gast.     Duo.	Internal medicine	Intern medicin, Oeso. Gast.     Duo.
464	3157	Intern medicin, Oscillometri *2 Ex*6	Internal medicine	Intern medicin, Oscillometri *2 Ex*6
465	3158	Intern medicin, Oscillometri *4ex*10	Internal medicine	Intern medicin, Oscillometri *4ex*10
466	3164	Intern medicin, Pt-Ekg  3ext.3præ. 9	Internal medicine	Intern medicin, Pt-Ekg  3ext.3præ. 9
467	3166	Intern medicin, Pt-Ekg Afl.   6    1	Internal medicine	Intern medicin, Pt-Ekg Afl.   6    1
468	3176	Intern medicin, Sigmoideo./ Colosco.	Internal medicine	Intern medicin, Sigmoideo./ Colosco.
469	3180	Intern medicin, Tlf.rådg.prakt.læge	Internal medicine	Intern medicin, telefon rådg prakt læge
470	3182	Intern medicin, U-Bakt.*dyrk Park* 3	Internal medicine	Intern medicin, U-Bakt.*dyrk Park* 3
471	3183	Intern medicin, U-Bakt.*dyrk Rest*12	Internal medicine	Intern medicin, U-Bakt.*dyrk Rest*12
472	3190	Intern medicin, U-Sediment *park*  6	Internal medicine	Intern medicin, U-Sediment *park*  6
473	3191	Intern medicin, Udvid. Lungefunktpr.	Internal medicine	Intern medicin, Udvid. Lungefunktpr.
474	3192	Intern medicin, Ultralyd øv. abdomen	Internal medicine	Intern medicin, Ultralyd øv. abdomen
475	3205	Almen Lægehjælp 80, Afregning af sygebesøg og møder (regional §2-aftale, Region Hovedstaden)	General practitioner	Almen Lægehjælp 80, Afregning af sygebesøg og møder (regional §2-aftale, Region Hovedstaden)
476	3214	Almen Lægehjælp 80, Alvorligt syge og døende — i lægens konsultation (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Alvorligt syge og døende — i lægens konsultation (regional §2-aftale, Region Syddanmark)
477	3215	Almen Lægehjælp 80, Alvorligt syge og døende — via telefon pr. 10 min. (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Alvorligt syge og døende — via telefon per 10 min. (regional §2-aftale, Region Syddanmark)
478	3221	Almen Lægehjælp 80, EKG inkl. præcordiale aflødninger (regional §2-aftale, Region Midtjylland)	General practitioner	Almen Lægehjælp 80, EKG inkl. præcordiale aflødninger (regional §2-aftale, Region Midtjylland)
479	3223	Almen Lægehjælp 80, Fokuseret somatisk undersøgelse til borgere med psykisk sygdom	General practitioner	Almen Lægehjælp 80, Fokuseret somatisk undersøgelse til borgere med psykisk sygdom
480	3240	Almen Lægehjælp 80, Indkaldelse demensundersøgelse (regional §2-aftale, Region Hovedstaden)	General practitioner	Almen Lægehjælp 80, Indkaldelse demensundersøgelse (regional §2-aftale, Region Hovedstaden)
481	3246	Almen Lægehjælp 80, Kørselsgodtgørelse pr. kørt km (regional §2-aftale, Region Hovedstaden)	General practitioner	Almen Lægehjælp 80, Kørselsgodtgørelse per kørt km (regional §2-aftale, Region Hovedstaden)
482	3247	Almen Lægehjælp 80, Lægefaglig vurdering af patienter på kommunal akutfunktion/akutteam	General practitioner	Almen Lægehjælp 80, Lægefaglig vurdering af patienter på kommunal akutfunktion/akutteam
483	3249	Almen Lægehjælp 80, Medgået tidsforbrug for kørsel pr. påbegyndt 10. minut udover 15 km (regional §2-aftale, Region Sjælland)	General practitioner	Almen Lægehjælp 80, Medgået tidsforbrug for kørsel per påbegyndt 10. minut udover 15 km (regional §2-aftale, Region Sjælland)
484	3257	Almen Lægehjælp 80, Opfølgning efter indlæggelse — i lægens konsultation (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Opfølgning efter indlæggelse — i lægens konsultation (regional §2-aftale, Region Syddanmark)
485	3258	Almen Lægehjælp 80, Opsøgende hjemmebesøg (skrøbelige ældre, normalt over 75 år) + tidsforbrugstillæg og evt	General practitioner	Almen Lægehjælp 80, Opsøgende hjemmebesøg (skrøbelige ældre, normalt over 75 år) + tidsforbrugstillæg og evt
486	3259	Almen Lægehjælp 80, Planlægningsmøde (regional §2-aftale, Region Midtjylland)	General practitioner	Almen Lægehjælp 80, Planlægningsmøde (regional §2-aftale, Region Midtjylland)
487	3271	Almen Lægehjælp 80, Sundhedstjek til borgere på botilbud + tidsforbrugstillæg og evt	General practitioner	Almen Lægehjælp 80, Sundhedstjek til borgere på botilbud + tidsforbrugstillæg og evt
488	3278	Almen Lægehjælp 80, Telefonisk henvendelse til/fra kommunernes Social- og Sundhedsforvaltninger til/fra lægen (regional §2-aftale, Region Sjælland)	General practitioner	Almen Lægehjælp 80, Telefonisk henvendelse til/fra kommunernes Social- og Sundhedsforvaltninger til/fra lægen (regional §2-aftale, Region Sjælland)
489	3281	Almen Lægehjælp 80, Tidsforbrugstillæg 15 min. (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Tidsforbrugstillæg 15 min. (regional §2-aftale, Region Syddanmark)
490	3282	Almen Lægehjælp 80, Tidsforbrugstillæg 20 min. (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Tidsforbrugstillæg 20 min. (regional §2-aftale, Region Syddanmark)
491	3283	Almen Lægehjælp 80, Tidsforbrugstillæg 25 min. (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Tidsforbrugstillæg 25 min. (regional §2-aftale, Region Syddanmark)
492	3284	Almen Lægehjælp 80, Tidsforbrugstillæg 30 min. (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Tidsforbrugstillæg 30 min. (regional §2-aftale, Region Syddanmark)
493	3285	Almen Lægehjælp 80, Tidstillægsmodul (regional §2-aftale, Region Midtjylland)	General practitioner	Almen Lægehjælp 80, Tidstillægsmodul (regional §2-aftale, Region Midtjylland)
494	3286	Almen Lægehjælp 80, Tværsektoriel lægelig kommunikation (regional §2-aftale, Region Hovedstaden)	General practitioner	Almen Lægehjælp 80, Tværsektoriel lægelig kommunikation (regional §2-aftale, Region Hovedstaden)
495	3292	Almen Lægehjælp 80, Vaccination mod hepatitis B efter konkret anbefaling fra Styrelsen for Patientsikkerhed	General practitioner	Almen Lægehjælp 80, Vaccination mod hepatitis B efter konkret anbefaling fra Styrelsen for Patientsikkerhed
496	3294	Almen Lægehjælp 80, Video-/telekonference pr. påbegyndt 10 min. (regional §2-aftale, Region Syddanmark)	General practitioner	Almen Lægehjælp 80, Video-/telekonference per påbegyndt 10 min. (regional §2-aftale, Region Syddanmark)
497	3297	Almen Lægehjælp 80, Årlig helbredsundersøgelse (regional §2-aftale, Region Hovedstaden)	General practitioner	Almen Lægehjælp 80, Årlig helbredsundersøgelse (regional §2-aftale, Region Hovedstaden)
498	3299	Almen lægehjælp 80, #2-aftale århus ak.	General practitioner	Almen lægehjælp 80, #2-aftale århus ak.
499	3310	Almen lægehjælp 80, 1.Orale Poliovaccin.	General practitioner	Almen lægehjælp 80, 1.Orale Poliovaccin.
500	3321	Almen lægehjælp 80, 2.Orale Poliovaccin.	General practitioner	Almen lægehjælp 80, 2.Orale Poliovaccin.
501	3325	Almen lægehjælp 80, 3 u.f. blod i fæces5	General practitioner	Almen lægehjælp 80, 3 uden f blod i fæces5
502	3329	Almen lægehjælp 80, 3.Orale Poliovaccin.	General practitioner	Almen lægehjælp 80, 3.Orale Poliovaccin.
503	3340	Almen lægehjælp 80, Addition, Risikoest.	General practitioner	Almen lægehjælp 80, Addition, Risikoest.
504	3341	Almen lægehjælp 80, Afst.takst ov. 10 km	General practitioner	Almen lægehjælp 80, Tillægstakst ved besøg ud over 10 km, pr
505	3342	Almen lægehjælp 80, Afst.till. ov. 20 Km	General practitioner	Almen lægehjælp 80, Afst tillæg ov. 20 Km
506	3343	Almen lægehjælp 80, Afst.till. ov. 20 km	General practitioner	Almen lægehjælp 80, Afst tillæg ov. 20 km
507	3358	Almen lægehjælp 80, Aftalekons. B050	General practitioner	Almen lægehjælp 80, Aftalekons. B050
508	3362	Almen lægehjælp 80, Alkoholsamt. ¤2/B080	General practitioner	Almen lægehjælp 80, Alkoholsamt. ¤2/B080
509	3363	Almen lægehjælp 80, Allergiud. ifm prikt	General practitioner	Almen lægehjælp 80, Allergiudredning i forbindelse med priktest
510	3366	Almen lægehjælp 80, Anlæg. Af Im.Bandage	General practitioner	Almen lægehjælp 80, Anlæggelse af immobiliserende bandager
511	3374	Almen lægehjælp 80, Audiometriunders. 10	General practitioner	Almen lægehjælp 80, Audiometriunders. 10
512	3379	Almen lægehjælp 80, B-hæmogl. (- fotom.)	General practitioner	Almen lægehjælp 80, B-hæmogl. (- fotom.)
513	3380	Almen lægehjælp 80, B-hæmogl.(U/fotom.)1	General practitioner	Almen lægehjælp 80, B-hæmogl.(U/fotom.)1
514	3383	Almen lægehjælp 80, Basisk Fosfatase	General practitioner	Almen lægehjælp 80, Basisk Fosfatase
515	3384	Almen lægehjælp 80, Basisyd. ¤2-aft. A65	General practitioner	Almen lægehjælp 80, Basisyd. ¤2-aft. A65
516	3385	Almen lægehjælp 80, Basisydelse ¤2A20	General practitioner	Almen lægehjælp 80, Basisydelse ¤2A20
517	3387	Almen lægehjælp 80, Besøg 1 dags varigh.	General practitioner	Almen lægehjælp 80, Besøg 1 dags varigh.
518	3388	Almen lægehjælp 80, Besøg ? ags varigh.	General practitioner	Almen lægehjælp 80, Besøg ? ags varigh.
519	3389	Almen lægehjælp 80, Besøg I	General practitioner	Almen lægehjælp 80, Sygebesøg op til 4 km4 + evt
520	3391	Almen lægehjælp 80, Besøg II	General practitioner	Almen lægehjælp 80, Sygebesøg fra 5 km til 8 km4 + evt
521	3393	Almen lægehjælp 80, Besøg III	General practitioner	Almen lægehjælp 80, Sygebesøg fra 9 km til 12 km4 + evt
522	3394	Almen lægehjælp 80, Besøg IV	General practitioner	Almen lægehjælp 80, Sygebesøg fra 13 km til 16 km4 + evt
523	3396	Almen lægehjælp 80, Besøg V	General practitioner	Almen lægehjælp 80, Sygebesøg fra 17 km til 20 km4 + evt
524	3397	Almen lægehjælp 80, Besøg VI	General practitioner	Almen lægehjælp 80, Sygebesøg fra 21 km4,5 fra sygebesøgsstedet + evt
525	3405	Almen lægehjælp 80, Biopsi M. Mikroskopi	General practitioner	Almen lægehjælp 80, Biopsi med efterfølgende mikroskopisk us
526	3410	Almen lægehjælp 80, Blodprøve, cen. m.v	General practitioner	Almen lægehjælp 80, Blodprøve, cen. mv
527	3411	Almen lægehjælp 80, Blodprøve, cen. m.v.	General practitioner	Almen lægehjælp 80, Blodprøve, cen. mv
528	3412	Almen lægehjælp 80, Blodprøvetagn. amt50	General practitioner	Almen lægehjælp 80, Blodprøvetagn. amt50
529	3413	Almen lægehjælp 80, Blodprøvetagning	General practitioner	Almen lægehjælp 80, Blodprøvetagning fra åre inkl. præp. og centrifugering pr. forsendelse
530	3417	Almen lægehjælp 80, Børneunders. Test	General practitioner	Almen lægehjælp 80, Børneunders. Test
531	3421	Almen lægehjælp 80, Dagt. egen læge KBH.	General practitioner	Almen lægehjælp 80, Dagt. egen læge KBH.
532	3422	Almen lægehjælp 80, Dagt.anden læge KBH.	General practitioner	Almen lægehjælp 80, Dagt.anden læge KBH.
533	3423	Almen lægehjælp 80, Deltagelse i forsøg	General practitioner	Almen lægehjælp 80, Deltagelse i forsøg
534	3425	Almen lægehjælp 80, Demensudred. ¤2 A65	General practitioner	Almen lægehjælp 80, Demensudred. ¤2 A65
535	3426	Almen lægehjælp 80, Demensudredning B080	General practitioner	Almen lægehjælp 80, Demensudredning B080
536	3427	Almen lægehjælp 80, Demensunder. Kbh Kom	General practitioner	Almen lægehjælp 80, Demensunder. Kbh Kom
537	3428	Almen lægehjælp 80, Demensundersøge. A20	General practitioner	Almen lægehjælp 80, Demensundersøge. A20
538	3434	Almen lægehjælp 80, Differ.- og leu. tæl	General practitioner	Almen lægehjælp 80, Differ.- og leu. tæl
539	3435	Almen lægehjælp 80, Differentialtælling6	General practitioner	Almen lægehjælp 80, Differentialtælling6
540	3441	Almen lægehjælp 80, Elkard. exc. præc. 6	General practitioner	Almen lægehjælp 80, Elkard. exc. præc. 6
541	3442	Almen lægehjælp 80, Elkard. inkl. præc.9	General practitioner	Almen lægehjælp 80, Elektrokardiografi, inkl
542	3444	Almen lægehjælp 80, Eval. graviditet A42	General practitioner	Almen lægehjælp 80, Eval. graviditet A42
543	3447	Almen lægehjælp 80, Fj. af svulster	General practitioner	Almen lægehjælp 80, Fjernelse af subkutane eller dybereliggende svulster inkl
544	3451	Almen lægehjælp 80, Folkeundersøg.   A60	General practitioner	Almen lægehjælp 80, Folkeundersøg.   A60
